assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_label
CHEMBL668413,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL118581,Ki,nM,1033.3,CHEMBL1939,Ki,nM,1033.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,CHEMBL119224,Ki,nM,5.3,CHEMBL1939,Ki,nM,5.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,CHEMBL119224,Ki,nM,81.7,CHEMBL1939,Ki,nM,81.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,CHEMBL119224,Ki,nM,161.2,CHEMBL1939,Ki,nM,161.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,CHEMBL119224,Ki,nM,671.4,CHEMBL1939,Ki,nM,671.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL22137,Ki,nM,3.7,CHEMBL1939,Ki,nM,3.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL22137,Ki,nM,99.1,CHEMBL1939,Ki,nM,99.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL22137,Ki,nM,273.4,CHEMBL1939,Ki,nM,273.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL22137,Ki,nM,204.7,CHEMBL1939,Ki,nM,204.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,Ki,nM,23.5,CHEMBL1939,Ki,nM,23.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,Ki,nM,464.1,CHEMBL1939,Ki,nM,464.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,Ki,nM,3957.8,CHEMBL1939,Ki,nM,3957.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,Ki,nM,20491.0,CHEMBL1939,Ki,nM,20491.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,CHEMBL119189,Ki,nM,1.6,CHEMBL1939,Ki,nM,1.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,CHEMBL119189,Ki,nM,46.6,CHEMBL1939,Ki,nM,46.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,CHEMBL119189,Ki,nM,1162.5,CHEMBL1939,Ki,nM,1162.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,CHEMBL119189,Ki,nM,901.7,CHEMBL1939,Ki,nM,901.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,CHEMBL118668,Ki,nM,5.9,CHEMBL1939,Ki,nM,5.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,CHEMBL118668,Ki,nM,58.1,CHEMBL1939,Ki,nM,58.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,CHEMBL118668,Ki,nM,3044.8,CHEMBL1939,Ki,nM,3044.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,Nc1ncc(Cc2ccc(OCCCc3ccccc3)cc2)c(N)n1,CHEMBL118668,Ki,nM,801.4,CHEMBL1939,Ki,nM,801.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL811761,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,CHEMBL278847,Ki,nM,0.3,CHEMBL1939,Ki,nM,0.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL811759,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,CHEMBL278847,Ki,nM,2.4,CHEMBL1939,Ki,nM,2.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL333779,Ki,nM,1.0,CHEMBL1939,Ki,nM,1.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL333779,Ki,nM,10.6,CHEMBL1939,Ki,nM,10.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL333779,Ki,nM,374.1,CHEMBL1939,Ki,nM,374.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL333779,Ki,nM,525.3,CHEMBL1939,Ki,nM,525.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,CHEMBL118425,Ki,nM,7.0,CHEMBL1939,Ki,nM,7.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,CHEMBL118425,Ki,nM,107.7,CHEMBL1939,Ki,nM,107.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,CHEMBL118425,Ki,nM,263.6,CHEMBL1939,Ki,nM,263.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,CHEMBL118425,Ki,nM,1589.0,CHEMBL1939,Ki,nM,1589.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,CHEMBL416376,Ki,nM,1.3,CHEMBL1939,Ki,nM,1.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,CHEMBL416376,Ki,nM,5.2,CHEMBL1939,Ki,nM,5.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,CHEMBL416376,Ki,nM,511.9,CHEMBL1939,Ki,nM,511.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,CHEMBL416376,Ki,nM,76.5,CHEMBL1939,Ki,nM,76.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118652,Ki,nM,1.8,CHEMBL1939,Ki,nM,1.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118652,Ki,nM,153.5,CHEMBL1939,Ki,nM,153.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118652,Ki,nM,424.8,CHEMBL1939,Ki,nM,424.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118652,Ki,nM,2191.7,CHEMBL1939,Ki,nM,2191.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,CHEMBL118602,Ki,nM,3.5,CHEMBL1939,Ki,nM,3.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,CHEMBL118602,Ki,nM,60.1,CHEMBL1939,Ki,nM,60.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,CHEMBL118602,Ki,nM,3737.7,CHEMBL1939,Ki,nM,3737.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,CHEMBL118602,Ki,nM,732.5,CHEMBL1939,Ki,nM,732.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118202,Ki,nM,2.3,CHEMBL1939,Ki,nM,2.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118202,Ki,nM,46.9,CHEMBL1939,Ki,nM,46.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118202,Ki,nM,313.7,CHEMBL1939,Ki,nM,313.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,CHEMBL118202,Ki,nM,937.4,CHEMBL1939,Ki,nM,937.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,Ki,nM,10.3,CHEMBL1939,Ki,nM,10.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,Ki,nM,242.1,CHEMBL1939,Ki,nM,242.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,Ki,nM,5688.7,CHEMBL1939,Ki,nM,5688.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,Ki,nM,6664.5,CHEMBL1939,Ki,nM,6664.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL419055,Ki,nM,4.3,CHEMBL1939,Ki,nM,4.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL419055,Ki,nM,116.4,CHEMBL1939,Ki,nM,116.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL419055,Ki,nM,466.8,CHEMBL1939,Ki,nM,466.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL419055,Ki,nM,697.6,CHEMBL1939,Ki,nM,697.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,Ki,nM,11.5,CHEMBL1939,Ki,nM,11.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,Ki,nM,234.8,CHEMBL1939,Ki,nM,234.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,Ki,nM,2646.8,CHEMBL1939,Ki,nM,2646.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,Ki,nM,13858.0,CHEMBL1939,Ki,nM,13858.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL22327,Ki,nM,1.8,CHEMBL1939,Ki,nM,1.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL22327,Ki,nM,44.2,CHEMBL1939,Ki,nM,44.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL22327,Ki,nM,3100.2,CHEMBL1939,Ki,nM,3100.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,CHEMBL22327,Ki,nM,1122.8,CHEMBL1939,Ki,nM,1122.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,CHEMBL119568,Ki,nM,6.5,CHEMBL1939,Ki,nM,6.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,CHEMBL119568,Ki,nM,169.9,CHEMBL1939,Ki,nM,169.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,CHEMBL119568,Ki,nM,470.6,CHEMBL1939,Ki,nM,470.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,Nc1ncc(Cc2ccc(OCCCOc3ccccc3)cc2)c(N)n1,CHEMBL119568,Ki,nM,2261.0,CHEMBL1939,Ki,nM,2261.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL119669,Ki,nM,2.2,CHEMBL1939,Ki,nM,2.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL119669,Ki,nM,134.5,CHEMBL1939,Ki,nM,134.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL119669,Ki,nM,252.6,CHEMBL1939,Ki,nM,252.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL119669,Ki,nM,444.2,CHEMBL1939,Ki,nM,444.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,Ki,nM,2.2,CHEMBL1939,Ki,nM,2.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,Ki,nM,60.7,CHEMBL1939,Ki,nM,60.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,Ki,nM,1974.1,CHEMBL1939,Ki,nM,1974.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,Ki,nM,1375.7,CHEMBL1939,Ki,nM,1375.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22811,Ki,nM,0.6,CHEMBL1939,Ki,nM,0.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22811,Ki,nM,8.7,CHEMBL1939,Ki,nM,8.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22811,Ki,nM,47.6,CHEMBL1939,Ki,nM,47.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22811,Ki,nM,124.0,CHEMBL1939,Ki,nM,124.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22901,Ki,nM,0.3,CHEMBL1939,Ki,nM,0.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22901,Ki,nM,2.2,CHEMBL1939,Ki,nM,2.2,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22901,Ki,nM,24.7,CHEMBL1939,Ki,nM,24.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,CHEMBL22901,Ki,nM,119.3,CHEMBL1939,Ki,nM,119.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,CHEMBL120123,Ki,nM,3.4,CHEMBL1939,Ki,nM,3.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,CHEMBL120123,Ki,nM,89.5,CHEMBL1939,Ki,nM,89.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,CHEMBL120123,Ki,nM,66.3,CHEMBL1939,Ki,nM,66.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,CHEMBL120123,Ki,nM,93.4,CHEMBL1939,Ki,nM,93.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL118870,Ki,nM,8.6,CHEMBL1939,Ki,nM,8.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL118870,Ki,nM,137.3,CHEMBL1939,Ki,nM,137.3,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL118870,Ki,nM,539.5,CHEMBL1939,Ki,nM,539.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL118870,Ki,nM,914.6,CHEMBL1939,Ki,nM,914.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL419231,Ki,nM,1.8,CHEMBL1939,Ki,nM,1.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL419231,Ki,nM,52.1,CHEMBL1939,Ki,nM,52.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL419231,Ki,nM,144.4,CHEMBL1939,Ki,nM,144.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL419231,Ki,nM,919.6,CHEMBL1939,Ki,nM,919.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL332013,Ki,nM,15.4,CHEMBL1939,Ki,nM,15.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL332013,Ki,nM,187.4,CHEMBL1939,Ki,nM,187.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL332013,Ki,nM,3541.8,CHEMBL1939,Ki,nM,3541.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL332013,Ki,nM,11817.9,CHEMBL1939,Ki,nM,11817.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL279948,Ki,nM,8.6,CHEMBL1939,Ki,nM,8.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL279948,Ki,nM,80.0,CHEMBL1939,Ki,nM,80.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL279948,Ki,nM,174.6,CHEMBL1939,Ki,nM,174.6,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,CHEMBL279948,Ki,nM,241.0,CHEMBL1939,Ki,nM,241.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,CHEMBL115483,Ki,nM,2.0,CHEMBL1939,Ki,nM,2.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,CHEMBL115483,Ki,nM,37.1,CHEMBL1939,Ki,nM,37.1,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,CHEMBL115483,Ki,nM,256.9,CHEMBL1939,Ki,nM,256.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,CHEMBL115483,Ki,nM,605.8,CHEMBL1939,Ki,nM,605.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL811761,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,Ki,nM,1.5,CHEMBL1939,Ki,nM,1.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL811760,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,Ki,nM,71.7,CHEMBL1939,Ki,nM,71.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821379,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL21395,Ki,nM,0.8,CHEMBL1939,Ki,nM,0.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668412,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL21395,Ki,nM,9.7,CHEMBL1939,Ki,nM,9.7,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668414,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL21395,Ki,nM,570.0,CHEMBL1939,Ki,nM,570.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL668413,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL21395,Ki,nM,431.4,CHEMBL1939,Ki,nM,431.4,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821378,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL7004,Ki,nM,1.8,CHEMBL1939,Ki,nM,1.8,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL749723,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL7004,Ki,nM,1584.0,CHEMBL1939,Ki,nM,1584.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821378,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,Ki,nM,1.5,CHEMBL1939,Ki,nM,1.5,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL749723,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,Ki,nM,1314.0,CHEMBL1939,Ki,nM,1314.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821378,CC(C)(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL433204,Ki,nM,3838.0,CHEMBL1939,Ki,nM,3838.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL749723,CC(C)(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL433204,Ki,nM,82721.0,CHEMBL1939,Ki,nM,82721.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821378,Cc1ccc(N2C(N)=NC(N)=NC2C)cc1,CHEMBL92182,Ki,nM,23.0,CHEMBL1939,Ki,nM,23.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL749723,Cc1ccc(N2C(N)=NC(N)=NC2C)cc1,CHEMBL92182,Ki,nM,185.0,CHEMBL1939,Ki,nM,185.0,"PfDHFR-TS K1 (P. falciparum, resistant)"
CHEMBL821378,CCC1N=C(N)N=C(N)N1c1ccc(C)cc1,CHEMBL89959,Ki,nM,5.9,CHEMBL1939,Ki,nM,5.9,"PfDHFR-TS K1 (P. falciparum, resistant)"
