assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_label
CHEMBL1071424,COc1cccc(Sc2[nH]c3nc(N)nc(N)c3c2C)c1,CHEMBL123984,IC50,nM,4786.3,CHEMBL2425,pIC50,,5.32,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C)cc1,CHEMBL123892,IC50,nM,2691.53,CHEMBL2425,pIC50,,5.57,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1cccc2c1CCCC2,CHEMBL600412,IC50,nM,18620.87,CHEMBL2425,pIC50,,4.73,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc(Cl)cc1,CHEMBL600413,IC50,nM,31622.78,CHEMBL2425,pIC50,,4.5,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc2c(c1)CCCC2,CHEMBL605782,IC50,nM,30902.95,CHEMBL2425,pIC50,,4.51,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1cccc(Cl)c1,CHEMBL608865,IC50,nM,77624.71,CHEMBL2425,pIC50,,4.11,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc(Cl)cc1Cl,CHEMBL610498,IC50,nM,28183.83,CHEMBL2425,pIC50,,4.55,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,COc1ccc(OC)c(Sc2c(C)[nH]c3nc(N)nc(N)c23)c1,CHEMBL597382,IC50,nM,87096.36,CHEMBL2425,pIC50,,4.06,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccccc1,CHEMBL608143,IC50,nM,81283.05,CHEMBL2425,pIC50,,4.09,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,COc1cc(CCCc2c[nH]c3nc(N)nc(N)c23)cc(OC)c1OC,CHEMBL597583,IC50,nM,1023.29,CHEMBL2425,pIC50,,5.99,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Nc1nc(N)c2c(CCCc3cccc4c3CCCC4)c[nH]c2n1,CHEMBL591930,IC50,nM,1288.25,CHEMBL2425,pIC50,,5.89,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Nc1nc(N)c2c(CCCc3ccc4c(c3)CCCC4)c[nH]c2n1,CHEMBL597962,IC50,nM,1000.0,CHEMBL2425,pIC50,,6.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1071424,Nc1nc(N)c2c(CCCc3ccccc3)c[nH]c2n1,CHEMBL607583,IC50,nM,2691.53,CHEMBL2425,pIC50,,5.57,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,IC50,nM,2800.0,CHEMBL2425,IC50,uM,2.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,IC50,nM,10.0,CHEMBL2425,IC50,uM,0.01,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,Cc1cccc(C(C)C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL611984,IC50,nM,16200.0,CHEMBL2425,IC50,uM,16.2,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1OC,CHEMBL598293,IC50,nM,51700.0,CHEMBL2425,IC50,uM,51.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1cccc(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL598292,IC50,nM,45900.0,CHEMBL2425,IC50,uM,45.9,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1ccccc1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL598090,IC50,nM,44200.0,CHEMBL2425,IC50,uM,44.2,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,Cc1c(Sc2c(F)c(F)c(C(F)(F)F)c(F)c2F)oc2nc(N)nc(N)c12,CHEMBL604722,IC50,nM,81800.0,CHEMBL2425,IC50,uM,81.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1,CHEMBL597885,IC50,nM,69400.0,CHEMBL2425,IC50,uM,69.4,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,COc1ccc(OC)c(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL596681,IC50,nM,38400.0,CHEMBL2425,IC50,uM,38.4,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,Cc1c(Sc2c(Cl)cccc2Cl)oc2nc(N)nc(N)c12,CHEMBL596680,IC50,nM,25500.0,CHEMBL2425,IC50,uM,25.5,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,Cc1cccc(C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL609896,IC50,nM,19700.0,CHEMBL2425,IC50,uM,19.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073069,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,CHEMBL596672,IC50,nM,12000.0,CHEMBL2425,IC50,uM,12.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073058,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,11.0,CHEMBL2425,IC50,uM,0.011,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073058,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,IC50,nM,460.0,CHEMBL2425,IC50,uM,0.46,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073058,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,IC50,nM,2300.0,CHEMBL2425,IC50,uM,2.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073058,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,CHEMBL596672,IC50,nM,2200.0,CHEMBL2425,IC50,uM,2.2,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073058,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL389643,IC50,nM,170.0,CHEMBL2425,IC50,uM,0.17,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073055,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,18000.0,CHEMBL2425,IC50,uM,18.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073055,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,IC50,nM,2800.0,CHEMBL2425,IC50,uM,2.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073055,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,IC50,nM,900.0,CHEMBL2425,IC50,uM,0.9,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073055,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,CHEMBL596672,IC50,nM,27000.0,CHEMBL2425,IC50,uM,27.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1073055,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL389643,IC50,nM,1800.0,CHEMBL2425,IC50,uM,1.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL389051,IC50,nM,72.0,CHEMBL2425,IC50,uM,0.072,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,CHEMBL169896,IC50,nM,27.0,CHEMBL2425,IC50,uM,0.027,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL225180,IC50,nM,90.0,CHEMBL2425,IC50,uM,0.09,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Cc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1818548,IC50,nM,1700.0,CHEMBL2425,IC50,uM,1.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Cc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1818549,IC50,nM,3700.0,CHEMBL2425,IC50,uM,3.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1738741,IC50,nM,140.0,CHEMBL2425,IC50,uM,0.14,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1738740,IC50,nM,170.0,CHEMBL2425,IC50,uM,0.17,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819661,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,IC50,nM,2800.0,CHEMBL2425,IC50,uM,2.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL389051,IC50,nM,260.0,CHEMBL2425,IC50,uM,0.26,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,CHEMBL169896,IC50,nM,710.0,CHEMBL2425,IC50,uM,0.71,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL225180,IC50,nM,230.0,CHEMBL2425,IC50,uM,0.23,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Cc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1818548,IC50,nM,1400.0,CHEMBL2425,IC50,uM,1.4,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Cc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1818549,IC50,nM,1800.0,CHEMBL2425,IC50,uM,1.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1738741,IC50,nM,20.0,CHEMBL2425,IC50,uM,0.02,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1738740,IC50,nM,10.0,CHEMBL2425,IC50,uM,0.01,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,IC50,nM,430.0,CHEMBL2425,IC50,uM,0.43,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL1819664,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,22.0,CHEMBL2425,IC50,uM,0.022,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050304,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,IC50,nM,200.0,CHEMBL2425,IC50,10'-7M,2.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050304,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,33.0,CHEMBL2425,IC50,10'-8M,3.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050304,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,IC50,nM,6800.0,CHEMBL2425,IC50,uM,6.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050307,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL422395,IC50,nM,430.0,CHEMBL2425,IC50,10'-7M,4.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050307,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,IC50,nM,480.0,CHEMBL2425,IC50,10'-7M,4.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL2050307,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,IC50,nM,14000.0,CHEMBL2425,IC50,10'-5M,1.4,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3101467,Nc1nc2[nH]c3cccc(Sc4cccc5ccccc45)c3c2c(=O)[nH]1,CHEMBL3099581,IC50,nM,35.8,CHEMBL2425,IC50,nM,35.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3101467,Nc1nc2[nH]c3cccc(Sc4ccccc4)c3c2c(=O)[nH]1,CHEMBL3099580,IC50,nM,23.0,CHEMBL2425,IC50,nM,23.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3101467,Nc1nc2[nH]c3cccc(Sc4ccc5ccccc5c4)c3c2c(=O)[nH]1,CHEMBL3099582,IC50,nM,21.0,CHEMBL2425,IC50,nM,21.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3118568,COC(=O)Nc1nc2cc(-c3nnc(O)c4ccccc34)ccc2[nH]1,CHEMBL1530518,IC50,nM,139000.0,CHEMBL2425,IC50,uM,139.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3118569,COC(=O)Nc1nc2cc(-c3nnc(O)c4ccccc34)ccc2[nH]1,CHEMBL1530518,IC50,nM,142000.0,CHEMBL2425,IC50,uM,142.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3118569,O=C(Nc1ccccc1)OCc1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)o1,CHEMBL3112972,IC50,nM,190000.0,CHEMBL2425,IC50,uM,190.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3118571,COC(=O)Nc1nc2cc(-c3nnc(O)c4ccccc34)ccc2[nH]1,CHEMBL1530518,IC50,nM,51000.0,CHEMBL2425,IC50,uM,51.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3118571,O=C(Nc1ccccc1)OCc1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)o1,CHEMBL3112972,IC50,nM,74000.0,CHEMBL2425,IC50,uM,74.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3412569,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,CHEMBL7492,IC50,nM,17.0,CHEMBL2425,IC50,nM,17.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(N2CCN(c3cccc(-c4ccccc4)c3)CC2)c(N)n1,CHEMBL3953119,IC50,nM,8.7,CHEMBL2425,IC50,uM,0.0087,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c(N)n1,CHEMBL3953069,IC50,nM,17.0,CHEMBL2425,IC50,uM,0.017,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cn1cc(-c2c(N)nc(N)nc2C2CC2)c2ccccc21,CHEMBL3980903,IC50,nM,460.0,CHEMBL2425,IC50,uM,0.46,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1nc(N)c(-c2c[nH]c3ccccc23)c(C2CC2)n1,CHEMBL3910843,IC50,nM,910.0,CHEMBL2425,IC50,uM,0.91,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(CN2CCN(c3cc(Cl)ccc3OCc3cccc(C(F)(F)F)c3)CC2)c(N)n1,CHEMBL3972872,IC50,nM,950.0,CHEMBL2425,IC50,uM,0.95,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cc1nc(N)nc(N)c1CN1CCN(c2cccc(-c3cccc(C#N)c3)c2)CC1,CHEMBL3901807,IC50,nM,200.0,CHEMBL2425,IC50,uM,0.2,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cc1nc(N)nc(N)c1C(=O)N1CCN(c2cccc(-c3cccc(C#N)c3)c2)CC1,CHEMBL3940818,IC50,nM,3000.0,CHEMBL2425,IC50,uM,3.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cc1nc(N)nc(N)c1CN1CCN(c2cc(Cl)ccc2-c2ccccn2)CC1,CHEMBL3912823,IC50,nM,370.0,CHEMBL2425,IC50,uM,0.37,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cc1nc(N)nc(N)c1CN1CCN(c2cccc(-c3ccccc3)c2)CC1,CHEMBL3921798,IC50,nM,1100.0,CHEMBL2425,IC50,uM,1.1,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Cc1nc(N)nc(N)c1C(=O)N1CCN(c2cccc(-c3ccccc3)c2)CC1,CHEMBL3958219,IC50,nM,2400.0,CHEMBL2425,IC50,uM,2.4,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c(N)n1,CHEMBL3930739,IC50,nM,80000.0,CHEMBL2425,IC50,uM,80.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(Cn2ccc3c(-c4ccc(C(F)(F)F)cc4)cccc32)c(N)n1,CHEMBL3970251,IC50,nM,2700.0,CHEMBL2425,IC50,uM,2.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,Nc1ncc(Cn2cc(-c3cccc(C(F)(F)F)c3)c3ccccc32)c(N)n1,CHEMBL3963161,IC50,nM,980.0,CHEMBL2425,IC50,uM,0.98,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,IC50,nM,230.0,CHEMBL2425,IC50,uM,0.23,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL3867372,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,71.0,CHEMBL2425,IC50,uM,0.071,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4cnc(C5CC5)nc4)c3)CC2)c(N)n1,CHEMBL4550110,IC50,nM,9.92,CHEMBL2425,IC50,nM,9.92,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4cnc(C(F)(F)F)nc4)c3)CC2)c(N)n1,CHEMBL4591892,IC50,nM,32.7,CHEMBL2425,IC50,nM,32.7,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,COc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1,CHEMBL4468777,IC50,nM,1.57,CHEMBL2425,IC50,nM,1.57,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Cc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1,CHEMBL4543226,IC50,nM,3.95,CHEMBL2425,IC50,nM,3.95,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4ccnnc4)c3)CC2)c(N)n1,CHEMBL4464707,IC50,nM,6.0,CHEMBL2425,IC50,nM,6.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4cnccn4)c3)CC2)c(N)n1,CHEMBL4466302,IC50,nM,10.3,CHEMBL2425,IC50,nM,10.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4cncnc4)c3)CC2)c(N)n1,CHEMBL4573445,IC50,nM,4.75,CHEMBL2425,IC50,nM,4.75,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4ncccn4)c3)CC2)c(N)n1,CHEMBL4584470,IC50,nM,27.3,CHEMBL2425,IC50,nM,27.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4ccncc4)c3)CC2)c(N)n1,CHEMBL4591654,IC50,nM,4.34,CHEMBL2425,IC50,nM,4.34,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4cccnc4)c3)CC2)c(N)n1,CHEMBL4461133,IC50,nM,2.68,CHEMBL2425,IC50,nM,2.68,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4ccccn4)c3)CC2)c(N)n1,CHEMBL4519642,IC50,nM,10.3,CHEMBL2425,IC50,nM,10.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,CCc1nc(N)nc(N)c1N1CCN(c2cccc(-c3ccccc3)c2)CC1,CHEMBL4582435,IC50,nM,3.91,CHEMBL2425,IC50,nM,3.91,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Cc1nc(N)nc(N)c1N1CCN(c2cccc(-c3ccccc3)c2)CC1,CHEMBL4459877,IC50,nM,9.19,CHEMBL2425,IC50,nM,9.19,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(C4CC4)c3)CC2)c(N)n1,CHEMBL4435247,IC50,nM,29.0,CHEMBL2425,IC50,nM,29.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(OC(F)(F)F)c3)CC2)c(N)n1,CHEMBL4439025,IC50,nM,12.9,CHEMBL2425,IC50,nM,12.9,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)c(N)n1,CHEMBL4535103,IC50,nM,62.1,CHEMBL2425,IC50,nM,62.1,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,COc1cccc(N2CCN(c3cnc(N)nc3N)CC2)c1,CHEMBL4546142,IC50,nM,57.8,CHEMBL2425,IC50,nM,57.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3ccc(Cl)cc3)CC2)c(N)n1,CHEMBL4456834,IC50,nM,45.9,CHEMBL2425,IC50,nM,45.9,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(Cl)c3)CC2)c(N)n1,CHEMBL4544894,IC50,nM,39.8,CHEMBL2425,IC50,nM,39.8,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Cc1ccc(N2CCN(c3cnc(N)nc3N)CC2)cc1,CHEMBL4525462,IC50,nM,181.0,CHEMBL2425,IC50,nM,181.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Cc1cccc(N2CCN(c3cnc(N)nc3N)CC2)c1,CHEMBL4549054,IC50,nM,75.3,CHEMBL2425,IC50,nM,75.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3ccc(-c4ccccc4)cc3)CC2)c(N)n1,CHEMBL4552468,IC50,nM,31.5,CHEMBL2425,IC50,nM,31.5,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3ccccc3-c3ccccc3)CC2)c(N)n1,CHEMBL4544467,IC50,nM,30.9,CHEMBL2425,IC50,nM,30.9,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3ccccc3)CC2)c(N)n1,CHEMBL4553229,IC50,nM,209.0,CHEMBL2425,IC50,nM,209.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,IC50,nM,1.35,CHEMBL2425,IC50,nM,1.35,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,IC50,nM,78.3,CHEMBL2425,IC50,nM,78.3,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,IC50,nM,33100.0,CHEMBL2425,IC50,nM,33100.0,"TgDHFR-TS (T. gondii, apicomplexan)"
CHEMBL4423789,Nc1ncc(N2CCN(c3cccc(-c4ccccc4)c3)CC2)c(N)n1,CHEMBL3953119,IC50,nM,8.76,CHEMBL2425,IC50,nM,8.76,"TgDHFR-TS (T. gondii, apicomplexan)"
