identifier,canonical_smiles,p_active,is_african_np,docking_rank
CNP0388064.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CC(C)C)C(=O)Nc3ccncc3)c(=O)cc1[C@@H](NC(C)=O)CC2,0.53416463427979,False,67
CNP0028649.0,N=C(N)NC(CCC(=O)O)C(=O)O,0.5340304156876952,False,68
CNP0266005.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CC(C)C)C(=O)NCCCC(=O)O)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5333855578521391,False,69
CNP0521779.0,NC(=O)CC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O,0.5332682871163575,False,70
CNP0186930.1,CC(C)[C@H](NCC1(O)OCC(O)C(O)C1O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5321478115867876,False,71
CNP0347264.1,CC(C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5307784000266323,False,72
CNP0127038.1,CC(=O)N[C@H](CC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0.5296116408510596,False,73
CNP0572184.0,O=C(O)CCC(NC(=O)C1CC(O)CN1)C(=O)O,0.5286239485381622,False,74
CNP0561273.1,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5276395119474778,False,75
CNP0124986.1,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5275403899393588,False,76
CNP0258096.0,O=C(O)CCC(NC(=O)CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(=O)O,0.5262737376633014,False,77
CNP0253259.1,CC(C)CCC(=O)Nc1ccn([C@H]2CC[C@H](O[C@H]3O[C@H](C)[C@@H](N(C)C)[C@H](O)[C@H]3O)[C@@H](C)O2)c(=O)n1,0.5260817704141874,False,78
CNP0375657.0,CCCCCCC1c2nc(N)nc3c2C(CC3)CC1C,0.5250414749037582,False,79
CNP0301865.0,CC(O)C(=O)NC(CCC(=O)O)C(=O)O,0.5235160329466646,False,80
CNP0347518.1,CC(=O)N[C@H](CCC(=O)O)C(=O)NCCc1ccc(O)cc1,0.5230653481446921,False,81
CNP0540797.1,N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5219158841926551,False,82
CNP0356718.2,COc1cc2c(cc1OC)[C@H](C)N(CCC(=O)O)CC2,0.5214806876809333,False,83
CNP0513733.1,COc1cc(Cc2cnc(N)nc2N)cc(OCCC[C@@H](CCC(=O)O)C(=O)O)c1Br,0.5210194864138845,False,84
CNP0546082.1,CCC(=O)N[C@H](CCC(=O)NC(CCCCN)P(=O)(O)CCC(=O)N[C@H](C)C(=O)O)C(=O)O,0.5207649379483669,False,85
CNP0454820.0,CCc1c(OC)cc(OCCCCC(=O)O)cc1OC,0.5205603727613994,False,86
CNP0145099.1,O=C(O)CC[C@H](NC(=O)C(=O)C(=O)O)C(=O)O,0.5200365421731576,False,87
CNP0152678.1,COC(=O)[C@H](CC(C)C)NC(=O)CCCNc1ccc2c(cc1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2,0.5194940777230184,False,88
CNP0251490.2,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5191940246334935,False,89
CNP0317571.1,N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5188999505459556,False,90
CNP0518669.0,NC(N)=NCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(=O)O)C(=O)O,0.5183520821430411,False,91
CNP0311031.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)O)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5183241588817713,False,92
CNP0390452.1,COc1cccc(C(=O)Nc2ccc3c(cc2=O)[C@@H](NC(C)=O)CCc2cc(OC)c(OC)c(OC)c2-3)c1,0.5180671332285768,False,93
CNP0347438.0,CC(C)C(N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O,0.5175662247683829,False,94
CNP0452494.1,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5175464677109289,False,95
CNP0484619.1,CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,0.5171931786084456,False,96
CNP0541740.1,NC(=O)CC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,0.5170302931474727,False,97
CNP0367571.1,O=C(O)CC[C@H](NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,0.5169530937981288,False,98
CNP0562762.0,NCCCCC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O,0.5168975431622947,False,99
CNP0390589.1,O=C(O)CC[C@H](NC(=O)CCc1c[nH]c2ccccc12)C(=O)O,0.5166986368598602,False,100
CNP0485925.0,NC(C(=O)NC(CCC(=O)O)C(=O)O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,0.51660592994465,False,101
CNP0476749.1,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O,0.5162826518320145,False,102
CNP0235898.1,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)O,0.5160045635732562,False,103
CNP0513451.1,COC(=O)CNC(=O)Cc1c(-c2ccc(OC)cc2)oc2c(=O)cc3c(cc12)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]3NC(C)=O,0.5146981093452689,False,104
CNP0404459.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CC(C)C)C(=O)NCc3ccncc3)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5144789982563975,False,105
CNP0297358.1,O=C(O)CC[C@@H](NC(=O)/C=C\c1ccc(O)cc1)C(=O)O,0.514136587128582,False,106
CNP0477797.2,C[C@@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3C(=O)C[C@@H]4CCCC[C@]4(C)[C@@H]3CC[C@@]21C,0.5139554574897772,False,107
CNP0600622.0,O=C(O)CCCC=CCC1C(=O)C=CC1C=CC(O)COc1ccccc1,0.5138588246533401,False,108
CNP0409656.1,COc1cc2c(c(OC)c1OC)-c1ccc(NCCCC(=O)NCCC(=O)O)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5133014399439648,False,109
CNP0268986.2,NC(CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,0.5129025819420514,False,110
CNP0434888.1,CC(C)C[C@H](C)C[C@H](C)/C=C/C(=O)NC1=C[C@](O)(CCCCC(=O)O)[C@@H](O)CC1=O,0.5126777630523558,False,111
CNP0527793.1,NC(=O)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.5118863336701273,False,112
CNP0347874.1,COc1ccc(CN[C@@H](CCC(=O)O)C(=O)O)cc1,0.5115211766140311,False,113
CNP0165837.1,COC(=O)[C@H](CCSC)NC(=O)[C@H](C)Nc1ccc2c(cc1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2,0.5098712243446429,False,114
CNP0375372.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CCSC)C(=O)Nc3ccc(O)cc3)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5096763896956009,False,115
CNP0508323.1,COc1ccc(-c2oc3c(=O)cc4c(cc3c2CC(=O)NCC(OC)OC)-c2c(cc(OC)c(OC)c2OC)CC[C@@H]4NC(C)=O)cc1,0.5096104913788654,False,116
CNP0449141.1,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,0.5093200868763654,False,117
CNP0356220.1,CC[C@@H](C)C(=O)Nc1cc(N)c2c3c(cc(C(=O)CCO)nc13)C=N2,0.5090434683865033,False,118
CNP0259284.0,O=Cc1cn(C2OC(CC(=O)NC(CCC(=O)O)C(=O)O)C(O)C2O)c(=O)[nH]1,0.508797624240899,False,119
CNP0241715.0,NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)O,0.5086981066353771,False,120
CNP0346924.0,CC(C)CC(NC(=O)C(N)CCC(=O)O)C(=O)NC(CCCCN)C(=O)O,0.5085129714263552,False,121
CNP0098998.1,CCCCC[C@H](O)/C=C/C(=C/CCCC[C@@H](CCC(=O)O)CCC(C)C)CCc1ccccc1,0.5084675650335917,False,122
CNP0406539.1,CC1CC(C)CN(CCC(=O)OC2CC[C@H]3[C@@H]4CCC5CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)C1.Cl,0.5082469882025292,False,123
CNP0524897.1,NC(=O)CC[C@H](NC(=O)[C@@H]1CCC(O)=N1)C(=O)O,0.5081147025559344,False,124
CNP0178940.1,COc1ccc([C@H](CC(=O)O)NC(=O)COc2cc(O)c3c(c2)OC(C)(C)CC3=O)cc1OC,0.5075299317038745,False,125
CNP0229936.1,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](CC(C)C)C(=O)NC(C)C)c(=O)cc1[C@@H](NC(C)=O)CC2,0.5072133860753776,False,126
CNP0172291.0,NCCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,0.5068486631289781,False,127
CNP0463181.1,CC(=O)c1cccc(O[C@H]2C=C(C(=O)N[C@@H](Cc3ccc(O)cc3)C(N)=O)C[C@@H](O)[C@H]2O)c1,0.5063573513897375,False,128
CNP0071346.1,CC(C)CCC(=O)Nc1ccn([C@H]2CC[C@H](O)[C@@H](C)O2)c(=O)n1,0.506344362958513,False,129
CNP0553350.1,COc1ccc(-c2oc3c(=O)cc4c(cc3c2CC(=O)NCCN2CCCC2=O)-c2c(cc(OC)c(OC)c2OC)CC[C@@H]4NC(C)=O)cc1,0.5061733074727262,False,130
CNP0486618.0,NC(N)=NCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.5061604226078409,False,131
CNP0356176.1,O=C(O)CC[C@H](N/C=C/C1=CC(C(=O)O)=N[C@H](C(=O)O)C1)C(=O)O,0.5045132199109551,False,132
CNP0206997.4,CC(=O)O[C@@H]1C(=O)C2=C(C(=O)C[C@@H]3C(C)(C)C(=O)CC[C@]23C)[C@]2(C)C(=O)C[C@H]([C@H](C)CCC(=O)O)[C@@]12C,0.50449755313324,False,133
CNP0347351.0,NCCCCC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O,0.5039150094816123,False,134
CNP0601523.0,O=C(O)CCC(NC(CCNC(Cc1cnc[nH]1)C(=O)O)C(=O)O)C(=O)O,0.5035031720584686,False,135
CNP0506960.1,O=C(O)CC[C@@H](CCc1ccccc1)NC(=O)CCCCCCc1ccccc1,0.5032596388759285,False,136
CNP0082861.1,CC(=O)N[C@@H](CCCC(=O)O)C(=O)O,0.503231169549957,False,137
CNP0202071.1,CC(=O)N[C@@H](CS[C@H](/C=C/C=C/C=C\CC(=O)O)[C@@H](O)CCCC(=O)O)C(=O)O,0.5032235984652725,False,138
CNP0555841.1,CCCC[C@@H]1c2nc(N)nc3c2[C@@H](CC3)C[C@H]1CCC,0.5028661045656415,False,139
CNP0514956.0,NCCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)O,0.5027652233555195,False,140
CNP0508441.0,CC(C)CCCCC(O)c1cc(CCCC(=O)O)no1,0.5019857590997432,False,141
CNP0234315.3,CC(=O)O[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]4CC[C@H]([C@H](C)CCC(=O)O)[C@@]4(C)CC[C@@H]32)C1,0.5018033213941469,False,142
CNP0271135.1,CC(=O)N[C@@H](CCC(=O)C1N=N1)C(=O)O,0.5000833504074574,False,143
CNP0346537.1,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2OC3CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.4745394544637117,True,144
CNP0167652.5,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1,0.47150228957577184,True,145
CNP0346508.1,C=C1[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)CC(=O)[C@@H](OC(C)=O)[C@@]13O[C@H]1[C@@H](OCCCCC(=O)O)[C@@H](O)C(C)(C)[C@@H](CC(=O)OC)[C@@]21C,0.44221600541552275,True,146
CNP0346376.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)[C@@H]2C(=O)C1=O,0.43930873806185516,True,147
CNP0215695.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)[C@H]1O,0.4268048042090845,True,148
CNP0215656.2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,0.41990425072498705,True,149
CNP0321708.1,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](CC(=O)O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.4161098762984066,True,150
CNP0110434.2,CC(C)C1=CC2=CC=C3C(C)(C)[C@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,0.412078111672354,True,151
CNP0346382.1,COc1cc2c(cc1[C@@H]1C(=O)Oc3cc4occc4cc3C1=O)OCO2,0.4072062482781165,True,152
CNP0246819.1,COc1cc2c(cc1OC)[C@@H]1C(=O)c3cc4ccoc4cc3O[C@H]1CC2,0.40625900476650095,True,153
CNP0346521.1,O=C(O)CCCCCCCC(=O)CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.40536468012011545,True,154
CNP0216314.0,CCCCCCCCCCCCCCCCCCCCCCC(=O)O,0.4052689600672068,True,155
CNP0405993.1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0.403172452821732,True,156
CNP0226572.14,C=C(C)[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.4029824572209471,True,157
CNP0233604.1,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.40261848961807645,True,158
CNP0346321.1,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0.4019833001501217,True,159
CNP0148743.1,C=C[C@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,0.40172997643219754,True,160
CNP0170340.3,CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3989934735854823,True,161
CNP0346252.1,CC(=O)O[C@@H]1CC[C@]23C[C@]24C(=O)C[C@@H]2[C@H]5[C@H](C)[C@H](C)CC[C@@]5(C)CC[C@@]2(C)[C@]4(C)CC[C@@H]3C1(C)C,0.39053339170302515,True,162
CNP0199444.1,C=C[C@]12[C@H](CC)OC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,0.389256905077226,True,163
CNP0198240.6,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H]5CC(C)(C)CC[C@@]5(C)CC[C@@]4(C)[C@@]3(C)CC[C@H]2C1(C)C,0.38858642934539356,True,164
CNP0143957.3,CC(=O)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3858333613510993,True,165
CNP0346598.1,COc1cc2c(cc1OC)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,0.3854446584743277,True,166
CNP0218101.3,CC1(C)CC[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.3853938956279498,True,167
CNP0201740.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)/C=C/c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,0.3841195299041936,True,168
CNP0214159.8,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.38305127721864657,True,169
CNP0414251.1,CC(=O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.38272125914692934,True,170
CNP0219063.7,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3812748807834926,True,171
CNP0346217.1,CC(=O)O[C@H]1CCC(C)(C)[C@@]2(O)[C@@H](O)[C@H]3C(=O)C4=C(C[C@@H]3C[C@@H]12)OCC4,0.37962605401117744,True,172
CNP0293849.1,CC(=O)O[C@@H]1CC[C@]23C[C@]24CC[C@@H]2[C@H]5[C@H](C)[C@H](C)CC[C@@]5(C)CC[C@@]2(C)[C@]4(C)CC[C@@H]3C1(C)C,0.3758662566425837,True,173
CNP0274808.4,COC(=O)/C(=C\C[C@@H]1[C@]2(CC[C@H]3C(C)(C)[C@@H](O)CC[C@]13C)CO2)[C@H]1CO1,0.3750103046087541,True,174
CNP0328089.3,CC1(C)CC[C@]2(CO)C(=O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.3730467811862882,True,175
CNP0337944.1,CC(=O)[C@H]1C(C)(C)C[C@@H]2C[C@H](C)C[C@@H]2[C@H](OC(=O)/C=C\c2ccccc2)[C@]1(C)C(C)C,0.37167166136521784,True,176
CNP0269715.15,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.37078367388306155,True,177
CNP0310488.1,C=C1[C@@H]2CC[C@]3([C@H](C)C[C@H]4[C@@]5(CCC[C@@]4(C)C(=O)N(CCOC(C)=O)C5)[C@H]3C2)[C@H]1OC(C)=O,0.37068340855115345,True,178
CNP0228526.4,CC1(C)CC[C@@]2(CO)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3706665491969426,True,179
CNP0136355.1,C=C1[C@@H]2CC[C@]3([C@H](C)C[C@@H]4[C@@]5(C)CCC[C@@]4(C=NC5)[C@H]3C2)[C@@H]1O,0.36979663628549847,True,180
CNP0223449.13,C=C(C)[C@H]1CC[C@]2(CO)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.36873570513780457,True,181
CNP0186530.5,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,0.3670970468328897,True,182
CNP0330245.1,CC(C)=CCC/C(C)=C/C[C@]1(CC(=O)O)C[C@H](O)C=CC1=O,0.3651337452145702,True,183
CNP0249388.4,C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.36412581275141137,True,184
CNP0239591.1,C[C@@H]1CO[C@](O)(OC2=C(c3ccc(O)c(O)c3)Cc3cc(O)cc(O)c3C2=O)[C@H](O)[C@H]1O,0.36249877532146335,True,185
CNP0346228.1,C=C1CC[C@]2(C(=O)OC)C[C@@H]3C[C@@]34C3=CC=C5C(C)=C(O)C(=O)C(C)=C5[C@]35C[C@@H]5C[C@@]43C[C@@]23C1,0.3616893359972405,True,186
CNP0201957.9,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.35880746510059397,True,187
CNP0134162.1,COc1cc2c(cc1OC)[C@@H](c1ccc3c(c1)OCO3)[C@H]1C(=O)OC[C@@H]1C2,0.3581542100443056,True,188
CNP0278423.3,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.3554658542164853,True,189
CNP0213216.5,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.35543104180994445,True,190
CNP0407282.1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OCC[C@H](O)[C@H]6O)[C@@](C)(CO)[C@H]5CC[C@]43C)[C@@H]2C1,0.35536432913889066,True,191
CNP0322154.1,COc1cc2c(cc1[C@@H]1Cc3cc4ccoc4cc3OC1=O)OCO2,0.3553130788314134,True,192
CNP0346515.0,O=C(O)CCCCCCC(=O)CCCCCCCCO,0.3552289585825324,True,193
CNP0286261.0,O=C(CCc1ccccc1)c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1ccccc1O2,0.3551688316268946,True,194
CNP0232429.1,C[C@H]1C[C@@H]2[C@@H](C(=O)O)C[C@]34C[C@]35CC[C@@H]3C(C)(C)[C@H](O)[C@@H](O)C[C@]3(C)[C@H]5CC=C4[C@H]2C[C@@]1(C)O,0.35501123917500427,True,195
CNP0177974.4,CC(C)=CCC/C(=C/CC/C(C)=C/CC[C@@]1(C)C=Cc2cc(O)cc(C)c2O1)C(=O)O,0.35422953651698197,True,196
CNP0346251.1,CC1(C)[C@H](O)CC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2CC/C=C1/C(=O)OC[C@@H]1O,0.35382811571599165,True,197
CNP0299272.5,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.35373979482045337,True,198
CNP0167288.1,COC(=O)C(C(=O)OC)[C@H]1C(C)(C)[C@H](O)[C@@H]2C(=O)[C@@]1(C)[C@@H]1CC[C@]3(C)C(=C21)CC(=O)O[C@H]3c1ccoc1,0.35283716176276253,True,199
CNP0262580.1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@@H]5[C@](C)([C@H](O)CC[C@]5(C)O)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3508783928580072,True,200
CNP0346452.1,C=C(CCO)C(=O)[C@@H]1C[C@@H]2C(=C)C(=O)O[C@@H]2/C=C(/C=O)CC/C=C\1C,0.35082818446666425,True,201
CNP0346385.1,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,0.3490336341245092,True,202
CNP0361077.1,CC(C)[C@@]1(C)[C@@H](OC(=O)C=Cc2ccccc2)[C@H]2C[C@@H](C)C[C@H]2CC(C)(C)[C@@H]1O,0.3490186163653751,True,203
CNP0320794.1,CC(C)[C@](C=O)(CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C)OO,0.3487058715176891,True,204
CNP0330111.1,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(C)(C)C(=O)C(O)=C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.3485723276327141,True,205
CNP0220113.3,CC1(C)[C@@H](O)CC[C@]2(C)[C@H](C/C=C3\C(=O)OC[C@@H]3O)[C@]3(CC[C@@H]12)CO3,0.3478929347464699,True,206
CNP0362107.6,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.34669176646325145,True,207
CNP0169966.0,COc1c(Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,0.3445210318085917,True,208
CNP0309710.3,CC(C)C1=CC2=CC=C3C(C)(C)C[C@@H](OC(=O)c4ccc(O)cc4)C[C@]3(C)C2=C(O)C1=O,0.34445174061354505,True,209
CNP0329551.1,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,0.3443780876123194,True,210
CNP0211238.1,COc1ccc2c(c1O)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,0.3433072199454622,True,211
CNP0200644.7,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3427771663571685,True,212
CNP0284027.1,C=C(C)[C@@H](O)CCc1cc(C(=O)/C=C/c2ccc(O)c(CC/C(C)=C/C)c2)c(O)cc1O,0.34242319770452645,True,213
CNP0346281.1,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@]12C,0.34225521149556976,True,214
CNP0205047.1,CC(C)C1=CC2=CC=C3[C@@](C)(COC(=O)c4ccc(O)cc4)CCC[C@]3(C)C2=C(O)C1=O,0.3410590220807744,True,215
CNP0341387.1,CC(C)=CC(=O)OC[C@@]1(C)CCC[C@@]2(C)C1=CC=C1C=C(C(C)C)C(=O)C(O)=C12,0.3410267777911708,True,216
CNP0346475.1,CC(C)[C@@](C)(O)[C@@H]1C2=CC[C@@H]3[C@@]4(C)C[C@H](O)[C@H](O)C(C)(C)[C@H]4CC[C@@]3(C)[C@]2(C)CC[C@]1(C)C(=O)O,0.3403204741048097,True,217
