dock_id,identifier,canonical_smiles,p_active,is_african_np,vina_score_1,vina_score_2,vina_score_3,n_modes,dock_time_s,dock_ok,out_pdbqt,docking_rank
CNP0272634_1,CNP0272634.1,CC[C@@H](C)C/C=C/[C@H](C)[C@@H]1CC[C@H]2[C@H]3CC=C4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C,0.3296821822074283,True,-9.178,-9.086,-8.963,9,20.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0272634_1_out.pdbqt,81
CNP0253259_1,CNP0253259.1,CC(C)CCC(=O)Nc1ccn([C@H]2CC[C@H](O[C@H]3O[C@H](C)[C@@H](N(C)C)[C@H](O)[C@H]3O)[C@@H](C)O2)c(=O)n1,0.5260817704141874,False,-9.168,-9.007,-8.44,9,48.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0253259_1_out.pdbqt,82
CNP0346252_1,CNP0346252.1,CC(=O)O[C@@H]1CC[C@]23C[C@]24C(=O)C[C@@H]2[C@H]5[C@H](C)[C@H](C)CC[C@@]5(C)CC[C@@]2(C)[C@]4(C)CC[C@@H]3C1(C)C,0.3905333917030251,True,-9.158,-5.971,-5.665,9,15.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346252_1_out.pdbqt,83
CNP0172245_1,CNP0172245.1,NC1=NC(=O)[C+]2N[C@@H](CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CNC2=N1,0.6411153040914691,False,-9.153,-8.992,-8.911,9,62.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0172245_1_out.pdbqt,84
CNP0367571_1,CNP0367571.1,O=C(O)CC[C@H](NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,0.5169530937981288,False,-9.129,-8.99,-8.757,9,94.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0367571_1_out.pdbqt,85
CNP0422843_2,CNP0422843.2,COc1ccc2c(c1)C[C@H]1NCCc3cc4c(c-2c31)OCO4,0.3063106915263286,True,-9.125,-9.024,-9.004,9,5.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0422843_2_out.pdbqt,86
CNP0346599_1,CNP0346599.1,CC(C)[C@](O)(C=O)CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C,0.3241112177777453,True,-9.052,-8.576,-8.469,9,28.3,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346599_1_out.pdbqt,87
CNP0346251_1,CNP0346251.1,CC1(C)[C@H](O)CC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2CC/C=C1/C(=O)OC[C@@H]1O,0.3538281157159916,True,-9.045,-8.76,-8.663,9,13.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346251_1_out.pdbqt,88
CNP0343476_1,CNP0343476.1,O=C1C(O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)=C(c2ccc(O)c(O)c2)Cc2cc(O)cc(O)c21,0.3197778706789255,True,-9.039,-8.869,-8.577,9,41.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0343476_1_out.pdbqt,89
CNP0193096_0,CNP0193096.0,COc1cc2c(-c3ccc4c(c3)OCO4)c3c(cc2c(OC)c1OC)COC3=O,0.3284374624954547,True,-9.028,-8.782,-8.707,9,14.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0193096_0_out.pdbqt,90
CNP0158963_1,CNP0158963.1,CC(C)=C[C@H](C)C[C@H](C)/C=C(\C)C(=O)NC1=C[C@](O)(CCCCC(=O)O)[C@@H](O)CC1=O,0.5540427251443647,False,-9.02,-8.741,-8.423,9,68.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0158963_1_out.pdbqt,91
CNP0484619_1,CNP0484619.1,CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,0.5171931786084456,False,-9.014,-8.648,-8.409,9,6.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0484619_1_out.pdbqt,92
CNP0214159_8,CNP0214159.8,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0.3830512772186465,True,-9.004,-8.646,-8.48,9,9.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0214159_8_out.pdbqt,93
CNP0126487_2,CNP0126487.2,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,0.3351961048767214,True,-9.001,-8.863,-8.72,9,38.4,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0126487_2_out.pdbqt,94
CNP0237026_1,CNP0237026.1,C=C(C)[C@@H]1CC[C@]2(C)CC[C@@H]3[C@H](CC[C@H]4[C@@]3(C)CC=C3C(C)(C)[C@@H](O)CC[C@@]34C)[C@H]12,0.3095745886930968,True,-8.987,-8.597,-5.788,9,12.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0237026_1_out.pdbqt,95
CNP0391135_1,CNP0391135.1,CC(C)C[C@H](NC(=O)CCC(=O)O[C@@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.6239093966188334,False,-8.985,-8.569,-8.422,9,247.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0391135_1_out.pdbqt,96
CNP0511745_5,CNP0511745.5,Nc1nc(O)c2c(n1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,0.5414699981701235,False,-8.98,-8.749,-8.632,9,66.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0511745_5_out.pdbqt,97
CNP0199444_1,CNP0199444.1,C=C[C@]12[C@H](CC)OC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,0.389256905077226,True,-8.958,-7.565,-7.101,9,21.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0199444_1_out.pdbqt,98
CNP0351538_1,CNP0351538.1,CC(/C=C/C(=O)N[C@@H](CCC(=O)O)C(=O)O)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,0.5752097542141232,False,-8.957,-8.801,-8.606,9,71.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0351538_1_out.pdbqt,99
CNP0284027_1,CNP0284027.1,C=C(C)[C@@H](O)CCc1cc(C(=O)/C=C/c2ccc(O)c(CC/C(C)=C/C)c2)c(O)cc1O,0.3424231977045264,True,-8.944,-8.89,-8.845,9,51.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0284027_1_out.pdbqt,100
CNP0358928_4,CNP0358928.4,CO[C@H]1C[C@H](O[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C(C)=O)CC[C@@]43O)C2)O[C@H](C)[C@H]1N,0.3386136885534143,True,-8.935,-8.09,-7.978,9,33.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0358928_4_out.pdbqt,101
CNP0320794_1,CNP0320794.1,CC(C)[C@](C=O)(CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C)OO,0.3487058715176891,True,-8.913,-8.269,-8.123,9,33.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0320794_1_out.pdbqt,102
CNP0214030_0,CNP0214030.0,CC=C1OC=C(c2c(OC)cc3oc(-c4ccccc4)cc(=O)c3c2OC)C1=O,0.3085475630179229,True,-8.905,-8.727,-8.496,9,16.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0214030_0_out.pdbqt,103
CNP0225677_1,CNP0225677.1,CO[C@H]1C=CC2=CC(=O)N3CCc4cc5c(cc4[C@]23C1)OCO5,0.3048121820299162,True,-8.897,-8.581,-8.439,9,5.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0225677_1_out.pdbqt,104
CNP0146759_1,CNP0146759.1,COc1cc([C@H]2CC(=O)c3ccc(O)cc3O2)cc(CCC(C)C)c1O,0.3015504831702834,True,-8.895,-8.858,-8.588,9,17.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0146759_1_out.pdbqt,105
CNP0346266_1,CNP0346266.1,CC[C@]1(C)OC[C@H]2CC(=O)[C@@H]3[C@@H]([C@@H]21)[C@H](O)C[C@]1(C)[C@H](c2ccoc2)OC(=O)[C@@H]2O[C@@]321,0.310190704586094,True,-8.877,-8.281,-7.617,9,12.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346266_1_out.pdbqt,106
CNP0420070_1,CNP0420070.1,Nc1nc(O)c2c(n1)N[C@@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)CN2C=O,0.6139249201449706,False,-8.867,-8.859,-8.601,9,114.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0420070_1_out.pdbqt,107
CNP0210282_1,CNP0210282.1,COc1cc([C@H]2COc3cc4occc4cc3C2=O)c(OC)cc1C,0.3168532703390885,True,-8.863,-8.799,-8.59,9,10.3,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0210282_1_out.pdbqt,108
CNP0132130_1,CNP0132130.1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@@H]5[C@](C)(CCC[C@]5(C)O)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3288999614347885,True,-8.86,-6.096,-5.771,9,13.4,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0132130_1_out.pdbqt,109
CNP0360554_1,CNP0360554.1,NC(=O)[C@H](CCC(=O)O)NC(=O)C1=C[C@@H](NC(=O)CC2(CC(=O)O)CCCC2)[C@@H](O)[C@H](O)C1,0.5533234602490523,False,-8.843,-8.756,-8.446,9,74.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0360554_1_out.pdbqt,110
CNP0233604_1,CNP0233604.1,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.4026184896180764,True,-8.838,-8.485,-8.089,9,13.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0233604_1_out.pdbqt,111
CNP0107306_0,CNP0107306.0,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)CC(=O)O)cc1)CN2,0.5365716748846809,False,-8.829,-8.603,-8.556,9,73.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0107306_0_out.pdbqt,112
CNP0255576_1,CNP0255576.1,CC[C@@H](CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C)C(C)=O,0.3315723441827398,True,-8.82,-8.661,-8.538,9,23.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0255576_1_out.pdbqt,113
CNP0170340_3,CNP0170340.3,CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3989934735854823,True,-8.804,-5.704,-5.678,9,14.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0170340_3_out.pdbqt,114
CNP0220113_3,CNP0220113.3,CC1(C)[C@@H](O)CC[C@]2(C)[C@H](C/C=C3\C(=O)OC[C@@H]3O)[C@]3(CC[C@@H]12)CO3,0.3478929347464699,True,-8.78,-8.422,-8.264,9,12.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0220113_3_out.pdbqt,115
CNP0346417_1,CNP0346417.1,COc1ccc([C@H]2CC(=O)c3c(O)cc(OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)cc3O2)cc1,0.3156649486934954,True,-8.765,-8.301,-8.039,9,57.4,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346417_1_out.pdbqt,116
CNP0211797_1,CNP0211797.1,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.3359355230714687,True,-8.739,-8.658,-8.157,9,9.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0211797_1_out.pdbqt,117
CNP0362107_6,CNP0362107.6,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.3466917664632514,True,-8.739,-7.552,-6.704,9,9.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0362107_6_out.pdbqt,118
CNP0346465_1,CNP0346465.1,C=C(CC[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3CC[C@@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35C[C@@]12C)C(C)C,0.3133711168815723,True,-8.728,-8.439,-7.59,9,22.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346465_1_out.pdbqt,119
CNP0346217_1,CNP0346217.1,CC(=O)O[C@H]1CCC(C)(C)[C@@]2(O)[C@@H](O)[C@H]3C(=O)C4=C(C[C@@H]3C[C@@H]12)OCC4,0.3796260540111774,True,-8.686,-8.582,-8.472,9,11.3,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346217_1_out.pdbqt,120
CNP0071346_1,CNP0071346.1,CC(C)CCC(=O)Nc1ccn([C@H]2CC[C@H](O)[C@@H](C)O2)c(=O)n1,0.506344362958513,False,-8.645,-8.141,-8.132,9,20.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0071346_1_out.pdbqt,121
CNP0196776_3,CNP0196776.3,COC(=O)/C(=C\C[C@@H]1[C@@]2(CC[C@@H]3C(C)(C)CCC[C@@]31C)CO2)[C@@H]1CO1,0.3106107229882026,True,-8.645,-7.736,-7.491,9,12.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0196776_3_out.pdbqt,122
CNP0198240_6,CNP0198240.6,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H]5CC(C)(C)CC[C@@]5(C)CC[C@@]4(C)[C@@]3(C)CC[C@H]2C1(C)C,0.3885864293453935,True,-8.638,-6.396,-5.849,9,13.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0198240_6_out.pdbqt,123
CNP0232429_1,CNP0232429.1,C[C@H]1C[C@@H]2[C@@H](C(=O)O)C[C@]34C[C@]35CC[C@@H]3C(C)(C)[C@H](O)[C@@H](O)C[C@]3(C)[C@H]5CC=C4[C@H]2C[C@@]1(C)O,0.3550112391750042,True,-8.632,-7.378,-7.198,9,21.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0232429_1_out.pdbqt,124
CNP0346598_1,CNP0346598.1,COc1cc2c(cc1OC)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,0.3854446584743277,True,-8.631,-8.433,-8.146,9,18.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346598_1_out.pdbqt,125
CNP0317326_1,CNP0317326.1,C[C@@H](CCC(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@H]1CC[C@H]2[C@H](CCC(=O)O)C(=O)CC[C@]12C,0.6292619223694033,False,-8.622,-8.294,-8.188,9,71.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0317326_1_out.pdbqt,126
CNP0187572_1,CNP0187572.1,CC(=O)O[C@]1(C(=O)COC(=O)CCC(=O)NC(CCC(=O)O)C(=O)O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.6151215980810192,False,-8.61,-8.432,-8.363,9,224.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0187572_1_out.pdbqt,127
CNP0346383_1,CNP0346383.1,COc1cc([C@@H]2COc3cc4occc4cc3C2=O)cc(OC)c1OC,0.3320137149641117,True,-8.607,-8.586,-8.39,9,11.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346383_1_out.pdbqt,128
CNP0228214_4,CNP0228214.4,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@]13C[C@H](CC[C@@H]12)[C@@](O)(CO)C3,0.3392814627952144,True,-8.589,-7.643,-7.319,9,8.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0228214_4_out.pdbqt,129
CNP0136355_1,CNP0136355.1,C=C1[C@@H]2CC[C@]3([C@H](C)C[C@@H]4[C@@]5(C)CCC[C@@]4(C=NC5)[C@H]3C2)[C@@H]1O,0.3697966362854984,True,-8.563,-8.275,-8.23,9,5.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0136355_1_out.pdbqt,130
CNP0229300_3,CNP0229300.3,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,0.3301030508967206,True,-8.552,-8.526,-8.419,9,15.4,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0229300_3_out.pdbqt,131
CNP0143957_3,CNP0143957.3,CC(=O)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3858333613510993,True,-8.541,-6.523,-6.025,9,16.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0143957_3_out.pdbqt,132
CNP0243764_0,CNP0243764.0,O=C(O)CCC(=O)N1NC(=C2C(=O)N=c3ccc(Br)cc3=C2c2ccccc2)CC1C1=CCCC=C1,0.5385534307384381,False,-8.541,-8.267,-7.935,9,43.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0243764_0_out.pdbqt,133
CNP0262580_1,CNP0262580.1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@@H]5[C@](C)([C@H](O)CC[C@]5(C)O)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3508783928580072,True,-8.54,-7.263,-6.589,9,19.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0262580_1_out.pdbqt,134
CNP0319376_0,CNP0319376.0,COc1cc2c(-c3ccc4c(c3)OCO4)c3c(c(OC)c2c(O)c1OC)COC3=O,0.3137129358189781,True,-8.539,-8.44,-8.42,9,16.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0319376_0_out.pdbqt,135
CNP0179686_1,CNP0179686.1,C[C@]1(CO)[C@H](O)CC[C@]2(C)C3C[C@H]4[C@H]5CC3(CC[C@@H]12)C[C@]54C,0.3147749603559215,True,-8.52,-8.358,-8.251,9,6.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0179686_1_out.pdbqt,136
CNP0354403_1,CNP0354403.1,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,0.3095734940654729,True,-8.511,-8.2,-8.133,9,9.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0354403_1_out.pdbqt,137
CNP0200644_7,CNP0200644.7,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3427771663571685,True,-8.508,-8.137,-7.37,9,7.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0200644_7_out.pdbqt,138
CNP0258096_0,CNP0258096.0,O=C(O)CCC(NC(=O)CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(=O)O,0.5262737376633014,False,-8.501,-8.318,-8.261,9,40.3,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0258096_0_out.pdbqt,139
CNP0513733_1,CNP0513733.1,COc1cc(Cc2cnc(N)nc2N)cc(OCCC[C@@H](CCC(=O)O)C(=O)O)c1Br,0.5210194864138845,False,-8.499,-8.339,-8.227,9,64.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0513733_1_out.pdbqt,140
CNP0346315_1,CNP0346315.1,C=C[C@@]1(C)C[C@H]2CC[C@@]3(C)[C@@](C)(CC[C@@H](O)[C@]3(C)C=O)[C@]2(C)C[C@@H]1O,0.3026986657901012,True,-8.478,-7.699,-6.684,9,9.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346315_1_out.pdbqt,141
CNP0226538_2,CNP0226538.2,COc1ccc(C[C@H]2COc3cc(O)cc(O)c3C2=O)cc1,0.3127751916573819,True,-8.471,-8.342,-8.135,9,11.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0226538_2_out.pdbqt,142
CNP0486618_0,CNP0486618.0,NC(N)=NCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.5061604226078409,False,-8.423,-8.376,-8.35,9,121.4,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0486618_0_out.pdbqt,143
CNP0215408_1,CNP0215408.1,CC(=O)OC/C=C/C(=O)C[C@@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C,0.3326372349578197,True,-8.413,-8.204,-8.073,9,42.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0215408_1_out.pdbqt,144
CNP0485925_0,CNP0485925.0,NC(C(=O)NC(CCC(=O)O)C(=O)O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,0.51660592994465,False,-8.402,-8.355,-8.164,9,54.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0485925_0_out.pdbqt,145
CNP0299272_5,CNP0299272.5,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.3537397948204533,True,-8.394,-7.625,-7.096,9,9.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0299272_5_out.pdbqt,146
CNP0476749_1,CNP0476749.1,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O,0.5162826518320145,False,-8.325,-8.241,-8.057,9,103.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0476749_1_out.pdbqt,147
CNP0346316_1,CNP0346316.1,COC/C=C/c1ccc2c(c1)[C@H](COC(C)=O)[C@H](c1ccc(OC)c(OC)c1)O2,0.3035195506472615,True,-8.303,-8.09,-7.791,9,27.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346316_1_out.pdbqt,148
CNP0278423_3,CNP0278423.3,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.3554658542164853,True,-8.292,-6.778,-6.411,9,12.8,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0278423_3_out.pdbqt,149
CNP0434888_1,CNP0434888.1,CC(C)C[C@H](C)C[C@H](C)/C=C/C(=O)NC1=C[C@](O)(CCCCC(=O)O)[C@@H](O)CC1=O,0.5126777630523558,False,-8.262,-7.904,-7.787,9,97.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0434888_1_out.pdbqt,150
CNP0281748_1,CNP0281748.1,C=C1CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,0.3313932134123699,True,-8.257,-6.953,-6.874,9,9.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0281748_1_out.pdbqt,151
CNP0346402_1,CNP0346402.1,C=C[C@]12[C@H](CC)OC(=O)C[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,0.3297721867074972,True,-8.249,-7.719,-7.433,9,18.7,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0346402_1_out.pdbqt,152
CNP0506960_1,CNP0506960.1,O=C(O)CC[C@@H](CCc1ccccc1)NC(=O)CCCCCCc1ccccc1,0.5032596388759285,False,-8.246,-8.12,-7.915,9,73.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0506960_1_out.pdbqt,153
CNP0274808_4,CNP0274808.4,COC(=O)/C(=C\C[C@@H]1[C@]2(CC[C@H]3C(C)(C)[C@@H](O)CC[C@]13C)CO2)[C@H]1CO1,0.3750103046087541,True,-8.242,-7.756,-7.637,9,17.6,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0274808_4_out.pdbqt,154
CNP0211238_1,CNP0211238.1,COc1ccc2c(c1O)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,0.3433072199454622,True,-8.224,-8.099,-7.526,9,18.2,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0211238_1_out.pdbqt,155
CNP0356220_1,CNP0356220.1,CC[C@@H](C)C(=O)Nc1cc(N)c2c3c(cc(C(=O)CCO)nc13)C=N2,0.5090434683865033,False,-8.208,-8.167,-7.984,9,32.9,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0356220_1_out.pdbqt,156
CNP0129182_1,CNP0129182.1,COC(=O)C[C@@]1(C/C=C(\C)CCC=C(C)C)C[C@H](O)C=CC1=O,0.3289421784390898,True,-8.182,-8.167,-8.096,9,20.5,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0129182_1_out.pdbqt,157
CNP0201957_9,CNP0201957.9,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0.3588074651005939,True,-8.163,-6.546,-5.827,9,9.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0201957_9_out.pdbqt,158
CNP0174782_1,CNP0174782.1,C=C1CC[C@]2(C)CC[C@]3(C)C4=CC(=O)c5c(cc(O)c(O)c5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,0.3245992428187851,True,-8.159,-7.435,-7.049,9,10.0,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0174782_1_out.pdbqt,159
CNP0390589_1,CNP0390589.1,O=C(O)CC[C@H](NC(=O)CCc1c[nH]c2ccccc12)C(=O)O,0.5166986368598602,False,-8.131,-8.093,-7.961,9,26.1,True,C:\my_projects_all\portfolio_projects\Msc_project\data\docking\results\CNP0390589_1_out.pdbqt,160
