GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
2680,722.21,1869.23,2312.28,-1734.63,-16151.37,878.39,10620.4,-4051.6,90.45,-1483.49,-3961.15,-5444.64
2750,742.12,1860.34,2281.98,-1745.46,-16069.92,882.72,10615.82,-4070.4,87.34,-1432.41,-3983.07,-5415.48
2820,733.59,1866.31,2310.52,-1782.46,-16094.6,858.62,10576.42,-4029.38,86.97,-1531.59,-3942.41,-5474.0
2890,750.23,1822.84,2302.6,-1755.87,-16220.08,888.23,10630.38,-3921.02,87.02,-1581.67,-3834.0,-5415.67
2960,726.75,1818.29,2274.0,-1756.08,-16274.5,870.21,10648.44,-3867.7,86.11,-1692.88,-3781.59,-5474.48
3030,707.5,1892.18,2287.45,-1721.39,-16303.52,882.54,10636.62,-3847.62,88.45,-1618.62,-3759.18,-5377.8
3100,739.45,1802.5,2292.52,-1747.97,-16312.26,897.19,10616.32,-3839.42,87.34,-1712.25,-3752.08,-5464.32
3170,698.61,1814.99,2282.89,-1726.0,-16211.99,881.39,10646.21,-3923.98,92.83,-1613.9,-3831.15,-5445.05
3240,753.16,1876.25,2257.81,-1755.28,-16359.87,847.33,10617.41,-3802.27,85.29,-1763.19,-3716.98,-5480.17
3310,759.65,1791.89,2269.56,-1752.06,-16293.03,884.47,10664.64,-3876.39,86.98,-1674.88,-3789.41,-5464.29
3380,719.45,1832.78,2322.67,-1741.46,-16262.21,856.32,10630.94,-3927.15,90.0,-1641.5,-3837.15,-5478.66
3450,776.62,1822.56,2300.15,-1784.03,-16173.81,868.74,10639.51,-3952.12,88.33,-1550.27,-3863.79,-5414.06
3520,722.88,1828.69,2315.84,-1765.87,-16259.06,862.82,10583.43,-3875.4,89.34,-1711.27,-3786.05,-5497.33
3590,735.28,1802.33,2296.11,-1762.05,-16175.83,865.63,10600.06,-3948.9,84.55,-1638.48,-3864.35,-5502.83
3660,756.64,1822.66,2334.28,-1773.21,-16300.44,859.71,10559.78,-3822.48,88.28,-1740.58,-3734.2,-5474.78
3730,751.85,1806.71,2341.92,-1769.13,-16484.62,878.51,10641.79,-3725.84,86.8,-1832.96,-3639.04,-5472.01
3800,714.8,1783.28,2306.93,-1761.0,-16366.27,863.08,10629.39,-3754.21,85.59,-1829.79,-3668.62,-5498.41
3870,753.79,1780.3,2291.47,-1753.8,-16361.66,876.99,10664.61,-3859.41,84.48,-1748.3,-3774.92,-5523.23
3940,749.72,1876.77,2323.65,-1745.97,-16300.25,889.87,10698.28,-3918.96,87.64,-1507.93,-3831.32,-5339.25
4010,706.8,1793.38,2287.66,-1778.07,-16115.82,883.5,10654.08,-4003.53,85.86,-1568.46,-3917.67,-5486.13
4080,702.43,1815.48,2273.27,-1783.09,-16304.32,863.79,10685.43,-3839.66,83.5,-1747.01,-3756.16,-5503.17
4150,680.64,1803.19,2276.84,-1793.06,-16092.46,866.3,10618.7,-3959.74,88.66,-1639.85,-3871.09,-5510.93
4220,717.25,1820.95,2306.86,-1762.02,-16184.5,869.59,10647.57,-3966.64,89.45,-1584.3,-3877.19,-5461.48
4290,704.05,1799.61,2278.06,-1723.23,-16204.64,871.48,10598.44,-3928.38,89.41,-1676.23,-3838.97,-5515.2
4360,704.03,1861.96,2322.25,-1795.65,-16303.32,885.61,10701.43,-3851.59,87.62,-1623.7,-3763.97,-5387.67
4430,729.97,1769.39,2297.63,-1754.6,-16284.77,876.9,10621.09,-3832.4,83.42,-1744.38,-3748.98,-5493.37
4500,713.81,1858.66,2322.16,-1752.96,-16397.89,879.44,10638.84,-3765.98,82.27,-1737.95,-3683.71,-5421.66
4570,725.32,1799.78,2273.46,-1814.19,-16118.62,879.77,10650.16,-3982.87,85.31,-1604.33,-3897.56,-5501.89
4640,752.64,1864.96,2323.0,-1762.03,-16242.18,888.13,10636.21,-3883.64,82.64,-1539.28,-3801.01,-5340.28
4710,748.25,1838.36,2326.1,-1780.54,-16312.45,869.95,10638.71,-3831.38,86.65,-1671.62,-3744.73,-5416.35
4780,725.72,1854.04,2280.32,-1757.88,-16221.85,883.77,10624.12,-3905.85,88.68,-1611.78,-3817.17,-5428.94
4850,703.69,1806.6,2252.93,-1746.86,-16176.85,870.64,10642.26,-3981.17,88.56,-1647.6,-3892.6,-5540.2
4920,741.35,1847.71,2303.51,-1761.52,-16136.22,868.31,10608.59,-4001.1,90.25,-1528.27,-3910.85,-5439.12
4990,730.01,1796.81,2279.9,-1734.85,-16315.3,885.47,10683.31,-3873.96,90.12,-1674.64,-3783.84,-5458.48
5060,778.22,1799.08,2301.72,-1751.69,-16318.61,871.54,10673.96,-3820.75,86.27,-1645.78,-3734.48,-5380.26
5130,749.68,1795.87,2297.61,-1758.76,-16216.35,871.21,10648.53,-3891.53,84.68,-1612.21,-3806.85,-5419.06
5200,747.84,1809.21,2263.82,-1721.06,-16203.67,886.67,10646.3,-3954.58,88.91,-1570.89,-3865.67,-5436.56
5270,686.49,1781.16,2258.85,-1733.67,-16194.13,873.92,10644.4,-3933.94,89.86,-1682.98,-3844.08,-5527.06
5340,729.56,1869.36,2278.01,-1750.38,-16451.56,871.25,10690.47,-3740.43,86.63,-1763.28,-3653.8,-5417.09
5410,727.34,1840.87,2297.57,-1759.09,-16230.9,864.23,10595.39,-3825.82,88.35,-1664.59,-3737.47,-5402.07
5480,721.25,1868.89,2297.63,-1788.95,-16263.95,865.63,10632.48,-3881.1,85.79,-1667.01,-3795.32,-5462.32
5550,746.78,1843.05,2307.58,-1759.57,-16137.59,863.25,10642.77,-3992.86,86.47,-1493.73,-3906.39,-5400.12
5620,724.77,1833.93,2288.07,-1790.09,-16253.66,896.63,10657.12,-3867.6,84.16,-1643.24,-3783.45,-5426.68
5690,723.07,1875.13,2292.73,-1782.65,-16270.17,869.88,10628.97,-3882.0,83.65,-1663.04,-3798.34,-5461.38
5760,748.08,1820.99,2290.65,-1748.26,-16242.34,861.95,10566.56,-3832.1,87.91,-1702.38,-3744.19,-5446.57
5830,750.48,1743.88,2285.65,-1764.3,-16279.24,875.5,10653.96,-3860.08,84.26,-1734.08,-3775.82,-5509.9
5900,702.53,1815.98,2308.73,-1750.2,-16112.95,870.24,10613.44,-3996.15,86.31,-1552.23,-3909.83,-5462.07
5970,708.81,1834.37,2298.92,-1736.73,-15983.95,879.32,10603.65,-4089.57,88.02,-1395.62,-4001.55,-5397.16
6040,729.11,1862.27,2287.06,-1804.31,-16187.37,860.82,10655.28,-3952.13,85.24,-1597.12,-3866.89,-5464.01
6110,740.65,1904.4,2279.61,-1786.42,-16155.98,859.63,10606.67,-3909.56,84.32,-1551.43,-3825.24,-5376.68
6180,706.65,1770.63,2304.43,-1759.15,-16069.18,864.99,10565.11,-3973.42,86.64,-1616.52,-3886.78,-5503.3
6250,737.67,1850.07,2270.73,-1760.13,-16335.36,864.92,10663.69,-3828.42,85.59,-1708.41,-3742.82,-5451.23
6320,783.55,1777.07,2255.06,-1747.1,-16069.36,869.51,10606.63,-4025.92,85.3,-1524.64,-3940.62,-5465.26
6390,719.57,1866.89,2264.61,-1777.7,-16043.56,857.71,10629.44,-4075.69,86.0,-1483.06,-3989.69,-5472.75
6460,749.8,1812.7,2268.45,-1740.36,-16352.67,887.49,10608.7,-3762.73,87.97,-1765.89,-3674.76,-5440.64
6530,749.06,1766.79,2288.42,-1764.51,-16244.34,876.97,10629.32,-3920.92,83.52,-1698.28,-3837.39,-5535.67
6600,731.66,1778.05,2266.47,-1801.12,-16163.54,883.14,10630.96,-3937.08,85.88,-1674.38,-3851.2,-5525.58
6670,747.22,1807.75,2275.4,-1768.28,-16166.58,876.74,10695.71,-4033.37,86.65,-1532.02,-3946.72,-5478.75
6740,752.11,1843.74,2266.02,-1758.8,-16291.81,867.79,10584.2,-3827.33,88.2,-1736.74,-3739.13,-5475.87
6810,735.68,1838.58,2257.47,-1777.25,-16266.5,856.8,10671.7,-3906.94,86.69,-1683.51,-3820.25,-5503.77
6880,758.47,1821.3,2293.4,-1726.44,-16332.7,858.64,10667.66,-3850.61,83.43,-1659.67,-3767.18,-5426.85
6950,743.21,1792.02,2256.65,-1771.5,-16082.76,857.44,10608.65,-4027.4,86.19,-1596.3,-3941.21,-5537.51
7020,721.23,1820.29,2274.42,-1756.75,-16286.23,882.94,10583.22,-3791.2,89.88,-1760.89,-3701.32,-5462.2
7090,732.92,1825.0,2264.77,-1754.03,-16445.88,866.42,10613.02,-3724.42,84.83,-1897.78,-3639.59,-5537.37
7160,754.65,1815.64,2269.49,-1794.67,-16112.11,882.76,10662.61,-4004.32,85.29,-1521.61,-3919.03,-5440.63
7230,760.78,1862.31,2279.74,-1757.65,-16135.51,879.35,10625.24,-4026.43,87.86,-1485.74,-3938.57,-5424.31
7300,778.53,1848.56,2323.32,-1750.39,-16250.93,853.7,10713.09,-3990.51,87.35,-1484.12,-3903.17,-5387.29
7370,729.88,1821.49,2292.83,-1753.46,-16112.21,868.39,10617.86,-4038.37,88.02,-1535.22,-3950.35,-5485.57
7440,725.08,1817.45,2269.44,-1736.89,-16056.9,872.38,10625.61,-4049.93,88.72,-1483.84,-3961.2,-5445.04
7510,742.09,1775.33,2288.52,-1736.9,-16176.41,872.75,10617.82,-3983.23,89.33,-1616.8,-3893.9,-5510.7
7580,750.49,1836.7,2258.19,-1738.2,-16182.68,866.5,10563.36,-3885.98,90.75,-1645.65,-3795.22,-5440.87
7650,753.17,1829.35,2289.03,-1769.89,-16174.58,889.49,10590.79,-3938.97,87.65,-1592.63,-3851.32,-5443.94
7720,757.59,1843.27,2293.04,-1741.45,-16393.82,850.0,10532.41,-3725.87,89.12,-1858.97,-3636.75,-5495.72
7790,730.09,1795.17,2310.0,-1746.08,-16260.8,881.08,10667.38,-3876.56,85.72,-1623.15,-3790.84,-5413.99
7860,726.31,1790.5,2319.79,-1746.92,-16397.29,881.26,10625.97,-3797.68,81.98,-1800.37,-3715.7,-5516.07
7930,710.81,1823.32,2308.74,-1800.27,-16378.27,887.32,10694.63,-3826.56,79.49,-1753.73,-3747.07,-5500.79
8000,708.21,1784.19,2277.7,-1787.91,-16292.2,874.0,10653.57,-3877.65,80.89,-1782.44,-3796.76,-5579.2
8070,705.14,1875.27,2277.29,-1785.19,-16129.76,879.71,10657.95,-3963.31,86.53,-1519.58,-3876.78,-5396.37
8140,700.22,1789.23,2303.91,-1786.27,-16133.01,869.05,10724.15,-4060.31,84.57,-1532.72,-3975.74,-5508.46
8210,758.51,1784.01,2279.58,-1777.61,-16415.57,879.9,10740.9,-3810.78,81.18,-1750.28,-3729.61,-5479.89
8280,736.32,1775.29,2279.31,-1747.08,-16474.12,867.19,10671.48,-3750.42,84.08,-1891.6,-3666.34,-5557.94
8350,742.12,1826.73,2285.04,-1731.23,-16295.43,861.09,10643.66,-3870.6,89.64,-1668.02,-3780.96,-5448.98
8420,748.09,1859.37,2278.23,-1800.78,-16044.86,904.14,10618.62,-4063.24,86.55,-1437.21,-3976.69,-5413.9
8490,704.58,1852.94,2274.12,-1783.44,-16104.63,868.9,10601.44,-4008.4,86.81,-1586.1,-3921.59,-5507.68
8560,728.87,1766.93,2301.86,-1762.17,-16116.08,878.71,10692.18,-4100.19,89.38,-1509.7,-4010.82,-5520.51
8630,745.36,1847.77,2319.91,-1828.97,-16199.29,866.76,10698.55,-3995.46,83.33,-1549.91,-3912.14,-5462.05
8700,724.35,1791.0,2296.47,-1780.44,-16062.76,875.61,10681.39,-4177.9,88.06,-1474.38,-4089.85,-5564.23
8770,726.71,1815.5,2293.79,-1801.17,-16054.53,893.81,10762.99,-4174.65,87.53,-1362.9,-4087.12,-5450.02
8840,704.27,1772.4,2309.88,-1788.84,-15893.93,878.61,10714.72,-4292.16,88.2,-1302.89,-4203.96,-5506.85
8910,767.28,1834.48,2282.7,-1826.85,-16157.88,864.12,10670.16,-4005.96,81.2,-1565.99,-3924.76,-5490.75
8980,716.12,1866.29,2287.56,-1799.65,-16175.25,870.13,10718.7,-4062.29,85.1,-1516.1,-3977.19,-5493.29
9050,716.94,1783.85,2279.49,-1791.17,-16258.03,886.73,10674.59,-3913.57,85.92,-1707.59,-3827.65,-5535.25
9120,762.53,1813.62,2289.06,-1785.57,-16387.7,873.69,10725.36,-3853.33,84.17,-1709.01,-3769.16,-5478.17
9190,748.58,1815.35,2304.46,-1798.86,-16289.24,883.49,10634.28,-3841.13,81.49,-1701.94,-3759.64,-5461.58
9260,758.15,1830.14,2282.46,-1794.67,-16238.68,880.02,10674.08,-3938.89,80.98,-1608.51,-3857.91,-5466.42
9330,746.97,1745.75,2310.09,-1804.58,-16598.79,888.91,10723.31,-3680.7,78.81,-1988.34,-3601.88,-5590.22
9400,724.0,1796.09,2280.75,-1793.88,-16301.16,887.31,10680.7,-3868.0,83.91,-1726.19,-3784.09,-5510.28
9470,730.05,1796.38,2300.33,-1779.8,-16487.4,867.81,10648.3,-3729.08,81.51,-1924.32,-3647.57,-5571.89
9540,737.56,1838.05,2296.82,-1827.71,-16582.58,870.46,10625.71,-3591.84,80.31,-2041.7,-3511.53,-5553.23
9610,742.38,1837.93,2302.63,-1807.62,-16313.64,856.72,10661.56,-3881.87,80.2,-1720.04,-3801.67,-5521.71
9680,739.75,1848.34,2264.21,-1797.35,-16384.76,881.18,10656.68,-3781.27,81.86,-1791.95,-3699.41,-5491.36
9750,700.43,1862.2,2300.64,-1808.61,-16163.36,853.98,10611.87,-3940.03,83.98,-1642.85,-3856.05,-5498.9
9820,695.27,1847.31,2263.84,-1796.16,-16217.77,863.54,10653.02,-3962.99,83.52,-1690.94,-3879.47,-5570.41
9890,704.56,1872.34,2264.88,-1786.82,-16162.65,866.83,10658.4,-4027.77,83.6,-1582.47,-3944.17,-5526.65
9960,719.41,1812.66,2290.21,-1772.43,-16349.48,870.58,10626.51,-3834.09,84.88,-1802.55,-3749.21,-5551.77

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1000,756.75,1787.52,2226.74,-1683.98,-16300.85,859.37,10765.29,-3782.55,88.22,-1589.14,-3694.33,-5283.48
1070,700.81,1822.58,2264.74,-1683.46,-16246.62,850.98,10773.13,-3868.09,90.31,-1517.83,-3777.78,-5295.61
1140,718.03,1857.41,2260.21,-1681.24,-16358.56,853.31,10858.57,-3827.44,91.65,-1492.28,-3735.79,-5228.07
1210,726.39,1769.71,2268.32,-1727.83,-16186.75,848.04,10877.83,-3972.96,91.22,-1424.31,-3881.74,-5306.04
1280,723.5,1779.29,2262.13,-1714.31,-16264.59,865.56,10845.7,-3868.31,87.12,-1502.71,-3781.19,-5283.9
1350,755.43,1792.57,2242.01,-1683.15,-16053.57,847.26,10790.4,-4059.98,91.98,-1309.05,-3968.0,-5277.05
1420,673.08,1780.39,2256.99,-1728.79,-16257.47,865.01,10806.5,-3828.37,87.65,-1604.28,-3740.71,-5344.99
1490,661.01,1782.6,2297.5,-1730.03,-16243.65,857.7,10842.52,-3893.93,87.68,-1532.36,-3806.25,-5338.61
1560,733.71,1729.24,2249.44,-1689.62,-15984.98,858.01,10817.2,-4124.9,93.44,-1286.99,-4031.46,-5318.45
1630,721.09,1789.56,2231.86,-1696.89,-16084.78,855.04,10788.85,-3979.2,91.3,-1395.25,-3887.91,-5283.16
1700,697.69,1817.6,2282.11,-1727.51,-16289.19,883.67,10811.59,-3824.37,84.62,-1524.04,-3739.75,-5263.79
1770,729.81,1736.06,2205.55,-1705.78,-16287.87,861.06,10769.06,-3803.62,87.08,-1692.1,-3716.55,-5408.65
1840,739.28,1805.01,2252.59,-1710.21,-16354.17,848.08,10769.22,-3769.13,87.66,-1650.22,-3681.47,-5331.68
1910,784.07,1809.61,2309.68,-1726.61,-16166.73,877.0,10801.12,-3977.74,87.19,-1311.85,-3890.55,-5202.41
1980,752.65,1830.69,2280.68,-1717.52,-16238.28,883.07,10882.04,-3953.8,87.17,-1326.68,-3866.63,-5193.31
2050,748.22,1817.62,2265.14,-1707.53,-16191.58,857.74,10750.91,-3845.62,90.94,-1459.47,-3754.68,-5214.15
2120,744.45,1773.55,2276.66,-1714.81,-16021.62,852.03,10837.93,-4090.16,92.07,-1251.8,-3998.09,-5249.89
2190,701.04,1826.19,2309.03,-1701.89,-16205.37,858.72,10817.42,-3952.16,87.77,-1394.86,-3864.39,-5259.25
2260,705.23,1760.49,2250.89,-1715.33,-16270.5,855.75,10888.41,-3911.09,90.97,-1525.06,-3820.12,-5345.17
2330,729.42,1768.24,2250.55,-1730.34,-16391.74,842.3,10813.66,-3742.02,87.45,-1717.92,-3654.57,-5372.49
2400,720.15,1774.96,2256.37,-1693.17,-15892.06,858.1,10812.75,-4230.13,91.1,-1162.89,-4139.03,-5301.93
2470,705.7,1765.28,2257.76,-1655.44,-16029.15,870.47,10828.45,-4085.72,92.42,-1256.93,-3993.29,-5250.22
2540,728.29,1773.42,2257.72,-1718.14,-15930.91,823.59,10820.8,-4139.25,91.35,-1245.22,-4047.9,-5293.13
2610,772.62,1802.8,2245.12,-1705.93,-16060.38,865.99,10869.33,-4081.06,92.64,-1210.45,-3988.41,-5198.86
2680,712.66,1821.59,2276.06,-1691.07,-16104.18,866.89,10810.41,-4052.22,92.55,-1307.64,-3959.68,-5267.31
2750,728.65,1811.71,2242.34,-1699.38,-16028.32,870.63,10808.65,-4076.23,89.63,-1265.72,-3986.6,-5252.31
2820,716.62,1820.87,2272.41,-1741.08,-16027.59,849.23,10758.57,-4036.91,89.36,-1350.98,-3947.55,-5298.53
2890,733.48,1772.23,2267.96,-1707.58,-16161.65,877.15,10811.24,-3932.05,89.34,-1407.17,-3842.71,-5249.87
2960,710.19,1770.02,2237.05,-1706.35,-16215.79,857.43,10832.64,-3879.98,88.46,-1514.81,-3791.52,-5306.33
3030,698.02,1852.55,2243.84,-1675.8,-16246.24,871.66,10824.24,-3852.68,90.7,-1431.73,-3761.97,-5193.71
3100,725.63,1759.41,2251.04,-1698.11,-16263.03,883.16,10803.67,-3844.77,89.62,-1538.21,-3755.15,-5293.37
3170,685.01,1770.68,2243.58,-1681.33,-16159.13,868.91,10830.2,-3927.4,94.61,-1442.08,-3832.78,-5274.87
3240,741.2,1834.68,2217.13,-1712.11,-16304.08,837.16,10799.06,-3809.43,87.09,-1586.97,-3722.33,-5309.3
3310,748.02,1751.5,2230.65,-1716.44,-16231.23,874.17,10845.53,-3877.79,88.29,-1497.79,-3789.49,-5287.28
3380,706.53,1793.86,2279.23,-1703.39,-16203.75,845.25,10811.52,-3936.83,91.26,-1470.75,-3845.56,-5316.32
3450,761.19,1782.09,2261.45,-1738.75,-16116.19,858.32,10823.49,-3960.66,90.3,-1368.4,-3870.35,-5238.76
3520,712.72,1782.31,2271.11,-1730.04,-16192.08,852.64,10765.68,-3884.41,91.31,-1537.67,-3793.11,-5330.78
3590,725.26,1765.48,2252.46,-1716.01,-16111.77,853.36,10774.83,-3956.69,86.83,-1456.39,-3869.86,-5326.24
3660,748.53,1789.37,2285.89,-1727.93,-16250.04,847.72,10741.04,-3822.8,90.15,-1565.42,-3732.65,-5298.07
3730,731.02,1763.35,2303.91,-1721.65,-16425.76,866.26,10827.23,-3735.5,88.54,-1655.64,-3646.96,-5302.6
3800,701.94,1739.31,2263.24,-1716.04,-16305.52,852.49,10806.44,-3763.27,87.36,-1658.15,-3675.91,-5334.06
3870,739.28,1735.96,2248.37,-1708.93,-16297.78,866.7,10845.74,-3864.73,86.59,-1570.67,-3778.14,-5348.8
3940,732.47,1839.14,2284.18,-1700.79,-16245.5,878.75,10877.66,-3930.83,89.74,-1334.1,-3841.09,-5175.19
4010,692.12,1744.7,2254.32,-1731.46,-16057.1,872.36,10839.18,-4009.8,88.13,-1385.89,-3921.67,-5307.57
4080,691.88,1778.67,2230.55,-1734.44,-16248.89,853.24,10867.34,-3846.81,85.69,-1561.65,-3761.12,-5322.78
4150,667.72,1768.74,2233.58,-1740.35,-16035.51,853.94,10801.93,-3967.78,90.93,-1449.96,-3876.85,-5326.81
4220,704.2,1775.04,2270.51,-1714.3,-16115.85,859.84,10828.68,-3978.14,92.08,-1391.88,-3886.06,-5277.94
4290,697.36,1753.71,2243.57,-1682.01,-16142.26,859.74,10781.61,-3932.84,91.47,-1488.28,-3841.37,-5329.65
4360,693.09,1817.69,2285.31,-1747.75,-16247.74,874.23,10883.84,-3855.29,89.87,-1441.33,-3765.42,-5206.76
4430,718.85,1731.0,2258.83,-1703.69,-16222.02,864.89,10805.54,-3844.87,85.99,-1546.6,-3758.88,-5305.47
4500,702.19,1815.18,2288.39,-1705.13,-16342.1,868.73,10819.48,-3772.53,84.79,-1553.27,-3687.75,-5241.01
4570,713.03,1761.45,2235.77,-1769.37,-16058.11,870.21,10832.97,-3992.57,87.64,-1414.05,-3904.93,-5318.98
4640,739.46,1834.56,2275.95,-1715.73,-16178.67,874.42,10820.25,-3894.64,85.31,-1349.77,-3809.33,-5159.1
4710,738.88,1793.22,2281.47,-1734.18,-16242.18,857.78,10819.05,-3842.92,88.58,-1485.96,-3754.35,-5240.3
4780,710.47,1807.75,2238.58,-1709.7,-16163.79,872.49,10811.92,-3915.95,91.23,-1432.28,-3824.72,-5257.0
4850,693.08,1765.68,2213.87,-1702.3,-16103.82,859.76,10824.76,-3994.1,90.76,-1448.96,-3903.35,-5352.31
4920,729.61,1803.03,2264.86,-1707.25,-16074.81,856.99,10792.55,-4015.99,92.79,-1335.02,-3923.2,-5258.22
4990,720.54,1751.17,2234.09,-1686.19,-16253.75,873.96,10864.67,-3884.21,92.36,-1495.51,-3791.85,-5287.36
5060,763.68,1758.34,2261.35,-1702.6,-16257.93,861.08,10859.58,-3833.21,88.22,-1456.5,-3744.99,-5201.49
5130,735.38,1744.47,2264.02,-1706.17,-16160.27,858.67,10833.51,-3901.06,87.03,-1430.39,-3814.02,-5244.41
5200,734.21,1766.99,2226.84,-1671.02,-16144.0,875.4,10834.37,-3964.31,91.16,-1377.21,-3873.15,-5250.36
5270,677.95,1737.55,2222.75,-1684.71,-16142.14,860.45,10823.14,-3938.87,91.91,-1505.01,-3846.97,-5351.97
5340,719.21,1826.1,2243.15,-1708.77,-16386.18,860.73,10868.1,-3749.35,88.77,-1577.65,-3660.58,-5238.23
5410,714.16,1799.08,2260.67,-1719.82,-16165.06,850.7,10777.91,-3832.68,90.46,-1482.34,-3742.22,-5224.56
5480,711.04,1821.37,2260.24,-1740.36,-16204.58,853.83,10819.27,-3889.65,88.05,-1479.2,-3801.6,-5280.8
5550,737.06,1796.74,2267.85,-1709.9,-16077.08,852.94,10817.34,-4003.46,88.84,-1315.05,-3914.63,-5229.68
5620,714.67,1788.69,2246.75,-1745.02,-16187.95,883.44,10838.88,-3876.61,86.18,-1460.52,-3790.43,-5250.95
5690,714.17,1836.99,2250.93,-1741.36,-16198.44,858.89,10811.27,-3895.59,86.11,-1467.55,-3809.49,-5277.03
5760,738.23,1780.61,2248.1,-1704.48,-16172.02,851.56,10747.68,-3840.8,90.2,-1510.33,-3750.6,-5260.93
5830,736.67,1705.96,2238.4,-1716.5,-16224.32,864.47,10833.65,-3865.53,86.43,-1561.67,-3779.1,-5340.77
5900,692.6,1779.05,2271.16,-1703.34,-16039.67,859.76,10789.5,-4007.06,88.46,-1350.94,-3918.6,-5269.54
5970,700.45,1788.15,2260.04,-1690.11,-15927.24,867.76,10790.33,-4093.15,90.28,-1210.62,-4002.87,-5213.49
6040,723.05,1823.78,2250.72,-1763.2,-16122.16,849.16,10834.26,-3959.34,87.65,-1404.38,-3871.69,-5276.06
6110,731.16,1856.94,2241.67,-1737.3,-16092.78,847.39,10785.17,-3917.85,86.77,-1367.76,-3831.08,-5198.84
6180,696.12,1738.49,2257.34,-1710.99,-16015.41,853.25,10745.79,-3979.73,88.68,-1435.41,-3891.05,-5326.46
6250,726.93,1808.52,2225.9,-1710.95,-16285.56,853.57,10840.85,-3835.26,87.4,-1540.75,-3747.87,-5288.62
6320,773.52,1738.06,2217.38,-1699.68,-16023.82,858.38,10788.92,-4031.49,87.58,-1347.25,-3943.9,-5291.16
6390,710.29,1819.46,2226.27,-1728.3,-15996.57,847.59,10810.33,-4077.94,88.07,-1310.92,-3989.88,-5300.8
